,text,airline_sentiment
5414,@southwestair I am going to need you to answer your phones. being on hold for an hour is not okay.,negative
5415,@southwestair almost an hour on hold for swa is inexcusable hiremorepeople,negative
5416,@southwestair is my favorite airline!  i cannot wait to book my flight to new orleans for my trip in april!! :) :),positive
5417,@southwestair suggestions: tell customers approximate wait times when they are on hold (50 min now...) and allow them to cancelled flight online!,negative
5418,@southwestair thanks for not telling us our flight was cancelled flightled not helping us in anyway and ruining my birthday. worstcustomerservice,negative
5419,@southwestair how is tkt in the a grp for a cxld flight gets stuck at the back of the cs when your site phone and agents took 1h to rebook,negative
5420,@southwestair loving the boarding to go to chicago keepitmovin,positive
5421,@southwestair flt 3260 out of mht. have fun with my kids and grandkids 10 of them!!  jack says hi! ,neutral
5422,@southwestair jumped the gun a little cancelled flighting our flights? no other airline is cancelled flighting out of louisville. you are ruining my vacation.,negative
5423,@southwestair apologies help. would have been nice had supvsr. sally in cle offered one. not usual gr8 southwest customer service i love,negative
5424,@southwestair on hold for two hours and it timedout on me. great system you got there.,negative
5425,@southwestair rocks  @americanair horror,negative
5426,@southwestair any plans to implement a callback system on your reflight booking problems line? been on hold for over an hour now...,negative
5427,@southwestair there is nothing i love more than being on hold for over an hour ,negative
5428,@southwestair @imaginedragons destinationdragons scavenger hunt rules: ,neutral
5429,@southwestair app error  says click here cannot click not hyperlinked ,negative
5430,@southwestair i need your help but no one will pick up the phone.,negative
5431,@southwestair anyone answering phone this morning at 800iflyswa? on hold 51 minutes and counting...,negative
5432,@southwestair we are trying to go as far away from kingscollegelondon as possible for charity today. would you help us ? jailbreak rag,neutral
5433,@southwestair were you handing out tickets while i was sleep ?,negative
5434,@southwestair dal is due for sleet sun. evedid not see it listed for cities that can rebook?  fly to dca at 8:10,neutral
5435,@southwestair had a great la flight with clarence and frank! those 2 guys are a hoot!  thanks,positive
5436,@southwestair why did i not receive drink coupons with 65000 points? but all my friends did?,negative
5437,@southwestair absolutely required? are the flights going to be 100 cancelled flighted?,neutral
5438,@southwestair i have a flight on sunday the 22nd to columbus from denver. i just got a travel alert on my southwest app. is the rescheduling,neutral
5439,@southwestair do you have childrens rates for flights?,neutral
5440,@southwestair how often are airplane seatstray tables cleaned and sanitized? rather have air purifier and clean seats than wifi ,negative
5441,@southwestair i lost my luggage. my birthday wish is to find my luggage.,negative
5442,@southwestair  if you had love to see more girls get inspired about becoming pilots rt our free albuquerque event. ,neutral
5443,@southwestair at troubadour with @imaginedragons .destinationdragons ,neutral
5444,@southwestair hey there can you follow us so we can dm you a question :) ,neutral
5445,@southwestair got a text my flight was cancelled flightled! now what do i do :?? help please!!!,negative
5446,@southwestair been sitting outside our gate for 30 mins at lga. why no move to another gate? wee baking on this plane!?! flight 3415,negative
5447,@southwestair grand total from landing to getting bag: one hour. that is very sad.,negative
5448,@southwestair your staff was really kind about the flight delay. luggage? not at all. very disappointing.,negative
5449,@southwestair hey southwest! i wanna go to see @imaginedragons ! you guys are a lot better then jet blue.,positive
5450,@southwestair landed an hour late flight from ind to den and 40 min late flightr our bags are not here. not cool.,negative
5451,@southwestair hey sourhwest can you send me to atlanta to see @imaginedragons ? i will fly southwest forever. u guys are the best airline!,positive
5452,@southwestair horrible experience ever with airline..have to reconsider any future flights. customer service ... ,negative
5453,@southwestair salted or honey roasted? i vote to bring back the salted peanuts. i dread a year of the honey roasted! ,neutral
5454,@southwestair  did swa send out customer surveys to earn 100 toward flights? is this legit?,neutral
5455,@southwestair @tifffyhuang i met my twitter friend waiting outside the troubadour destinationdragons ,neutral
5456,@southwestair do you still offer discounts on seats for children under 2? we would rather put him in a seat than in a lap!,neutral
5457,@southwestair wanting a  for the  finding the gate. no apology or exp. all good I am sure connecting flight leaving sac will be chill!,negative
5458,@southwestair sucks. passengers leaving the plane to make room luggage checking luggage and getting back on. delayed flights to same city.,negative
5459,@southwestair cool the plane you said is ours that just left the terminal for a diff city? she a cold betch for flying the friendly skies,negative
5460,@southwestair it was 3472,neutral
5461,@southwestair flight to san diego is delayed per usual.. take me home!,negative
5462,@southwestair how do i find travel funds i have available to use f past changed flights? do not see an option in my account.,neutral
5463,@southwestair @fortunemagazine great news.,positive
5464,@southwestair is making dreams come true with their destinationdragons scavenger hunt! you can win a chance to see imagine dragons! go!,positive
5465,@southwestair my father was kind enough to offer to pay for a hotel but i cannot use this coupon if he pays from fl. no help?,neutral
5466,@southwestair every other city on your nationwide sale has fabulous fares. why nothing from buffalo? except for 2 cities?,negative
5467,@southwestair i have a voucher w swa that expires 410. an extension would be a lot of luv,negative
5468,@southwestair well plane arrived pretty much on time and it is 68 degrees on the ground in texas. not much to complain about.,positive
5469,@southwestair not sure why we are still here in dallas.  plane has been at gate for 30 min.  no update at all.  flight 1140 poor service.,negative
5470,@southwestair loved ones flight atl to ind cancelled flightled due to ice in indy. sitting here in indy it is bone dry. tomorrow 46 of snow.,negative
5471,@southwestair alls well. i got comped with multiple other bags which just made my day! ,positive
5472,@southwestair thanks for the ride to chicago. kmdw b738 ,positive
5473,@southwestair booked the 8th.... save me an emergency exit... gotta stretch out,neutral
5474,@southwestair I am in line at the airport right now. will you cover hotel fair or am i to sleep in the airport?,negative
5475,@southwestair @jasonwhitely flt 947 emer stop in albuquer for a heart condition crew was awesome pilot was maverick on the divert.,positive
5476,@southwestair thanks so much. appreciate your kindness in adjusting our reservation. even during snowstorms i still prefer southwest. ,positive
5477,@southwestair cancelled flightled my flight and I am stranded in st. louis. not sure what to do. no other flight until tomorrow. am i to sleep in airpt,negative
5478,@southwestair i think that flight was supposed to go to houston as well in case someone could check that?,neutral
5479,@southwestair  stuck on the runway again. delayed on wednesday. not a good way to take care of your loyal customers.,negative
5480,@southwestair you guys held our flight 330!  thank you!!!  about to take off from mdw now to oakland.  thanks,positive
5481,@southwestair first time flying with you. you have definitely won me over!,positive
5482,@southwestair we are doing our best; sitting at a gate waiting (while not being given information why we are delayed) is not making this easy,negative
5483,@southwestair rocks! open letter to flight attendant.   lt; my child was inspired.  thank you.,positive
5484,@southwestair luved the sjc gate 23 agent this am who boarded flight 372 to dal. did not get his name. he represents your brand so well.,positive
5485,@southwestair thanks for an awesome flight and connection! we were delayed but your staff and crew were purely amazing!,positive
5486,@southwestair great flight got us back on time!  thanks,positive
5487,@southwestair 17mph winds and would do anything to be in florida right now.. help a sister out!!,neutral
5488,@southwestair @swagglikebean take me here,neutral
5489,@southwestair my son is flying south west from nolaorlando hope to enter for him to win this contest destinationdragons,neutral
5490,@southwestair thx for smooth landing today @fly2midway we applauded! now what can u do abt the weather? takemeback ,positive
5491,@southwestair not frustrated just an idea! great crew. thanks! happycustomer,positive
5492,@southwestair no her lunch was over by the time she got her call answered,neutral
5493,@southwestair my parents flight frm stl2atl cancelled flighted 2nite. when is the next one out?!,negative
5494,@southwestair well my mom called earlier and you guys had her on hold for close to an hour,negative
5495,@southwestair there is an hour wait here for reflight booking problems in line at omaha.,negative
5496,@southwestair it says i cannot because my flight is in progress.,negative
5497,@southwestair can you help me with reflight booking problems? my flight was cancelled flighted. fwhei6,negative
5498,@southwestair alist pref does not do any good if direct to atl is always wifiless. flight 1701.,negative
5499,@southwestair is that the same reliable system could not find my info and then said it refund my credit card ?,negative
5500,@southwestair 14 hours????  sorry do not get it. oh well. screw the weekend in az right?  eat the hotel no problem.,negative
5501,@southwestair we had early bird and it was great. your employees were awesome. it was 3 passengers who killed the buzz.,positive
5502,@southwestair i am absolutely sick of 300s and no wifi!,negative
5503,@southwestair when will airfare be available through december of this year? i have 2 major trips coming up and I am anxious to book them!,negative
5504,@southwestair ahah that is whyi love sw(),positive
5505,@southwestair is the contest over for destination dragons? i want to try to do everything i can to go.,neutral
5506,@southwestair you are lucky to have people like annamarie and norris at bwi. i hope they get recognized for excellent cust. service,positive
5507,@southwestair so the upcoming rr changesdeval is trying to tell me not to fly southwest anymore because i am loyal so far. i get it.,neutral
5508,@southwestair  traveling 2bwi nmaryland 2morrw any chance the flight being cancelled flightled to inclement weather? any chance can get earlier flight,neutral
5509,@southwestair @dultch97 kid just wants fucking money scumbag,negative
5510,@southwestair i wish i would have seen this 4 hours ago!!! i wanted to see them tonight so bad!!!! crying,positive
5511,@southwestair just do it that easy,neutral
5512,@southwestair I will have to drop by next time i visit!,positive
5513,@southwestair @sacintlairport feels like a good day to fly!!  thanks for the ontime departure to sna!!:) bestinclass 30000ft takemehome,positive
5514,@southwestair great trip on 2672 yesterday  outstanding flight attendants,positive
5515,@southwestair how can customers get in touch with you internationally from mexico for lost baggage,neutral
5516,@southwestair 192 rndtrp 43055 @djqkc: rt @djimpact: if you are trying to make travel reservations for vegas on may 2nd it is too late flight,neutral
5517,@southwestair I am on the 10:55 flight! everyone has been so nice and helpful! I am just hoping we will get to fly out! thank you! ;),positive
5518,@southwestair @dultch97 that is horse radish ,negative
5519,@southwestair thanks! more concerned about the conflicting texts i was receiving my about my flight  having to drive 10 hours now ,negative
5520,@southwestair thank you!,positive
5521,@southwestair thank you. see u next wednesday in fll. save me some peanuts,positive
5522,@southwestair    how is life @ the noc?,neutral
5523,@southwestair i will tell marry a lamp if you give me tickets to the vegas show please i am desperate,neutral
5524,@southwestair are there any current promotionscodes for nashvilledenver? thank you!,neutral
5525,@southwestair promotion fly 3 roundtrip flights to and from atl between 215 and 517 and get a companion pass for the year travel,neutral
5526,@southwestair so happy that you can finally put your southwestairlines boarding pass into passbook! makes life so much easier ,positive
5527,@southwestair i will do just about anything to go to the vegas show please man,positive
5528,@southwestair here we go again. delayed in chicago why offer the 630 flight if you never intend to fly it,negative
5529,@southwestair omg omg omg !!! i just did!!,neutral
5530,@southwestair @julgood1 she was traveling with me the one that got miscommunicated with,negative
5531,@southwestair wtf my flight was delayed and then i go to board and my boarding pass has disappeared from the southwest app!,negative
5532,@southwestair tweet just popped up on my phone with @aminaur follows. missing my favorite southwest pilot and brother.,neutral
5533,@southwestair do you have special fares for students to visit prospective schools?  it is expensive to visit graduate programs.,neutral
5534,@southwestair i would be eternally grateful for tickets to the vegas show (   ) god bless,neutral
5535,@southwestair baggage woman said it was in blatimore and would be on a plane this morning. now they cannot find it. wtf!???,negative
5536,@southwestair  does not work on my flight. just fyi.,negative
5537,@southwestair please help! i would die to see the vegas show! it would be amazing to hear their songs for real!,neutral
5538,@southwestair i need imagine dragons like i need air..... please hoom me up for the vegas show (   ),neutral
5539,@southwestair i am committed okay please hook me up for destinationdragons,neutral
5540,@southwestair i would die if i got tickets to destinationdragons and you would be invited to my funeral,negative
5541,@southwestair  easy and pleasant. @united  difficult and stressful. learned my lesson.,negative
5542,@southwestair i would sell my nonexistent soul to go see destinationdragons,neutral
5543,@southwestair @theellenshow @imaginedragons this job interferes wellen show amp; concerts! will alway treasure my @liveatfirefly experience!,neutral
5544,@southwestair got it taken care of! thank you lt;3,positive
5545,@southwestair not sure i can trust a statement with that many small numbers above words. ,negative
5546,@southwestair has posted flight schedule covering the date range of @defcon 23,neutral
5547,@southwestair late flightly you have always been late flight! please get back to the old swa!!,negative
5548,@southwestair totally sucks that my flights were weathered out of existence but stacy in tucson helped with an overnight in vegas!,negative
5549,@southwestair are you guys alive? I have been on hold for 25 minutes and counting.....,negative
5550,@southwestair gary kelly should be ashamed of himself running a corporation in this way,negative
5551,@southwestair you guys just rip me off if i could cancelled flight every flight i had booked for my employees i  would buyer beware,negative
5552,@southwestair not if its travel credit you used to buy and it expires on the day you find a lower rate,negative
5553,@southwestair please acknowledge attendant jeff wernicke. beat in class and service on sw,positive
5554,@southwestair lacma on fairfax.,neutral
5555,@southwestair just want the money i paid for early bird refunded. noone seemed to be able at three different. sw should have that worked out,negative
5556,@southwestair i filled in the form on the website too. darn it all. i guess I will just have to cross my fingers.,negative
5557,@southwestair thank you so much for access to destinationdragons tonight at @thetroubadour  @imaginedragons crying dying rn ripme,positive
5558,@southwestair so excited about our last minute trip to @disneyland (and she does not know yet!) ,positive
5559,@southwestair are not you based in chicago? why are you doing a hunt in la and not your home city????!! please bring one home,neutral
5560,@southwestair heyo! what is causing flight 1836 ewr to hou to be delayed?,negative
5561,@southwestair when will you have flight from dal to pvd?,neutral
5562,@southwestair your wifi stinks. I am not mad but i would not hate it if i got my money refunded.,negative
5563,@southwestair cancelled flights arrivals amp; departures in nashville as of 5pm. that and more weather headlines @ 4pm liveonfox17 februaryfreezefox17,negative
5564,@southwestair any spare tickets for vegas? would be forever grateful! destinationdragons,neutral
5565,@southwestair @theellenshow @imaginedragons if only that was me!  destinationdragons,neutral
5566,@southwestair thank you so much!! ,positive
5567,@southwestair any chance they will change this to include northeast airports?  jetblue has.,neutral
5568,@southwestair i was on hold for 30 minutes amp; no one knows how to win these tickets that you are still handing out? destinationdragons,negative
5569,@southwestair  after 38 minutes on the phone I am given another number to call now still on hold with them. ,negative
5570,@southwestair please....can i have the last tickets for me and my best friend to destinationdragons ,neutral
5571,@southwestair rules.,positive
5572,@southwestair no one i call knows anything about it so I am just wondering how to get any? destinationdragons,negative
5573,@southwestair i saw ppl were winning tickets still how do we win some?,neutral
5574,@southwestair okaaaaay ugh im 8 min away,negative
5575,@southwestair go @franks105 go!,neutral
5576,@southwestair please please please ,neutral
5577,@southwestair yes but i like need my luggage before tomorrow morning,negative
5578,@southwestair 5 min away!,neutral
5579,@southwestair does not care nor does sna agent jacquie plitt rude gal bad attitude! had 2 fly @usairways 2 cabo thx ,negative
5580,@southwestair   happily flight 1625 was not delayed when a cockpit visit blew my fouryrolds mind. thanks capn! ,positive
5581,@southwestair needs 2 make me whole used my tkt back n phx due 2 rude sna agent jacquie plitt flew @usairways 2 cabo ,negative
5582,@southwestair 8 mins!!! ,neutral
5583,@southwestair  is there a route to flight from mexico city to chicago midway using your services?,neutral
5584,@southwestair flight 3056. only an hour long but one of the best flights I have ever had. kudos to flight crew and airline in general.,positive
5585,@southwestair how many are left?!,neutral
5586,@southwestair swa agent jacquie plitt @orangecounty sna rudely tells me you are not going 2 cabo today or manana back 2 phx flew @usairways,negative
5587,@southwestair thanks for being so good to us military folk. it is cold in stlouis but i sure enjoyed my flight. ,positive
5588,@southwestair thanks for losing my luggage,negative
5589,@southwestair what about for us that cant get to the states they are playing for the hunt? any destinationdragons tickets left?even just one,negative
5590,@southwestair I am on the 110 lol has anyone arrived yet??,neutral
5591,@southwestair left behind ipad air on flight 505 from bradley to bwi plane had already left by the time i realized. can you possibly help?,neutral
5592,@southwestair how many left?! I am 15 min wway,neutral
5593,@southwestair well i had a car amp; free place 2 stay had i known unacceptable treatment from spvsr. sally in cleveland. disappointed,negative
5594,@southwestair i cannot dm you as you do not follow me.,neutral
5595,@southwestair and this asshole cut in front of me. your system blows. ,negative
5596,@southwestair it is pretty stupid and i probably will not fly it again. plus hearing nightmare stories of overbooked flights.,negative
5597,@southwestair I am 30 mins out wait for me,neutral
5598,@southwestair get me on flight 4146 to denver and I will be more than happy !!!!!,neutral
5599,@southwestair will there a nonstop flight from midway to boise for this summer season? looking to book at labor day trip.  ty,neutral
5600,@southwestair  over 15 minutes without talking to a human at what point would you recommend i call @americanair ,negative
5601,@southwestair can one use a companion pass w a points flight booking problems or is it only cash fares? thx!,neutral
5602,@southwestair im not tho ,neutral
5603,@southwestair so u guys cancelled flight bna flights amp; do not bother 2 alert passengers? what gives?,negative
5604,@southwestair thank you so so much for sending me to la for destinationdragons! tonight is gonna rock,positive
5605,@southwestair oh i see what you did there! thanks for supporting padresst.,positive
5606,@southwestair yeah haha. never been in one. it is expensive  and we will!!!!! so much fun! destinationdragons,positive
5607,@southwestair beautiful day in seattle! ,positive
5608,@southwestair this has to be the best video i have seen ever!  teamspirit ,positive
5609,@southwestair @samoore10 thank you for your kind response.  the acknowledgement and apology go a long way! southwestrocks,positive
5610,@southwestair no thanks. after those 25 minutes someone did eventually help us and took care of it.,negative
5611,@southwestair was going for the weekend for friends birthday so no point in reflight booking problems.,negative
5612,@southwestair one of my bags did not make it to my destination. i have the claim ticket. any way to help out with a status on the location?,negative
5613,@southwestair  when is the next flight with free cocktails ?,neutral
5614,includes @kciairport @southwestair: inclement weather may impact scheduled service in. reflight booking problems options available: ,negative
5615,@southwestair okay thank you :) also i did get a tweet earlier about 1.5 hrs ago saying i won amp; should send a dm but then it was deleted?,neutral
5616,@southwestair yes but not with out an attitude and nasty comment,negative
5617,@southwestair you guys rock! so easy quick and affordable to change my flight. bestairlineever neverchange,positive
5618,@southwestair i have a credit that expires a month before my flight is there any possible way i can have that extended?,neutral
5619,@southwestair 4 hour delay in atl due to air traffic control....love missing an entire day of my vacation unhappycustomer mytimeismoney,negative
5620,@southwestair i have a question re: your atl companion pass offer. i know i need 3 revenue flight roundtrips. what is a revenue flight? thnx,neutral
5621,@southwestair4569 cancelled flightled had to get refund. cancelled flightlations happen. but the 25 min phone wait amp; painful music unacceptable. come on...,negative
5622,@southwestair how can i refer a friend for the southwest credit card for points?,neutral
5623,@southwestair i have the dm from @southwestverity if needed,neutral
5624,@southwestair hello i was talking with @southwestverity but it says you moved here they sent me a voucher but does not work can u help?,neutral
5625,@southwestair  i am following you now.,neutral
5626,@southwestair  i can go.  i want to badly!!!!   i do not know how to dm.  can i email you?   help!!!  wmn4life@hotmail.com,neutral
5627,thank you for your help shannon! great customer service @southwestair.,positive
5628,@southwestair 2 12 hours late flight but i made it to sf! maybe you can help me get on an earlier flight on sunday :),negative
5629,@southwestair again another ride sw employee that printed out boarding passes. deficiency in training obviously,negative
5630,@southwestair thanks lindsey amp; the southwest twitter team for great service amp; a speedy resolution luvagent swa,positive
5631,@southwestair apparently mechanics had to be flown in to fix some planes...not the most assuring sign,negative
5632,@southwestair  please help. we really want to fly with you. guessweflyingdelta,positive
5633,@southwestair how oh how do we get tickets! ?!,neutral
5634,@southwestair now accepting apples passbook app for boarding passes. app works on iphone amp; ipodtouch not ipad. ,neutral
5635,@southwestair thank you! dming now.,positive
5636,@southwestair did you cancelled flight all flights into bna today??? needtogethome,negative
5637,@southwestair huge problem with someone whose ticket was cancelled flighted mid trip. can you dm?,negative
5638,@southwestair flights from sunny sfo delayed for hours and others cancelled flightled left and right with little updates. any help @southwestair?,negative
5639,@southwestair please explain to reps ignoring a technical issue and passing the buck is not a good business model. lucky limited to 140,negative
5640,@southwestair understood. just frustrating you buy early bird check on the day they go on sale at 6:30am and get mid b. feel ripped off.,negative
5641,@southwestair so that is what happens when your power level goes over 9000... feet in the air.,neutral
5642,@southwestairs ceo kelly draws record crowd to @bwiairport business partnership breakfast  ,neutral
5643,@southwestairs ceo kelly draws record crowd to @bwiairport business partnership breakfast  ,neutral
5644,@southwestair please start charging for carryon luggage. carryonbagssloweverybodydown,negative
5645,@southwestair sea to den. south sound volleyball team on its way! ,positive
5646,.@southwestair i will if you can see about moving up my brother in laws graduation to the 6th.  thanks.,neutral
5647,@southwestair will do. thank you.,neutral
5648,@southwestair if there are any imagine dragons tickets left for tomorrow at @velourlive here in utah i would love to go i am available! :),neutral
5649,@southwestair so the fares i see for flights in fall are the absoulutely lowest they will be?,neutral
5650,@southwestair no no no. swa low fares and ontime service is great! but manufactured quirkiness? mmm not so much. signed captiveaudience,negative
5651,@southwestair will you please start offering services out of @triflight and @ashevilleair to other airports.. have to drive 34 hrs to use u,negative
5652,@southwestair flying now from jax to den and i paid 8 for wifi that barely is functional.  could not do work if i wanted to.  never again.,negative
5653,@southwestair flight to nashville was cancelled flightled. how do we another flight? I have been trying to call amp; cannot get a human,negative
5654,@southwestair delay is understandable but look at the time of the the flight and boarding time. weird!,negative
5655,@southwestair  i will dm you now,neutral
5656,@southwestair already booked my tickets for august 20th30th!  cannot wait for my vacation!,positive
5657,@southwestair very frustrated. bought early bird at 6:30am on day tickets were released and got midb ticket. spend 50 for nothing,negative
5658,@southwestair is that @murraysawchuck,neutral
5659,@southwestair maybe it is just a machine...,neutral
5660,@southwestair so when your plane does not work the luxuries i paid for go away but you keep my money? i need that biz model.,negative
5661,@southwestair you will extend if i call the day it expires.why cannot it just be extended now?mightmismybrosgraduation,negative
5662,@southwestair y airline i fly with but have not seen anything like this yet!,negative
5663,@southwestair that is awesome! love flying swa!,positive
5664,@southwestair that guy was the flight attendant on my last flight he was hilarious! ,positive
5665,@southwestair thanks for the info and the quick response!,positive
5666,@southwestair shhhh i do not want something else to steal our deal,positive
5667,@southwestair cancelled flighting flights 45 minutes before takeoff amp; sitting for 45 min on the runway of the rescheduled flight badservice,negative
5668,@southwestair how do i go on the scavenger hunt if I am in boston?,neutral
5669,@southwestair hi there. were flying swa today. our son has a peanut allergy. any way to request the crew not serve peanuts on flight? thx,neutral
5670,@southwestair deborah helped me,positive
5671,@southwestair give this guy a raise....great start to flight from az to mke..,positive
5672,@southwestair  800 is not intl friendly,negative
5673,@southwestair ha ha not a make or break for me either way!,neutral
5674,@southwestair 44 in horrible customer service. empty seats in early flight wantcharge me double to get home early instead the usual late flight,negative
5675,@southwestair can you answer the phone so i can change my flight plans. srsly.,negative
5676,@southwestair you could be a little more accommodating with extending my flight credit.whats 10 extra days!notahappytraveler,negative
5677,@southwestair i would.,neutral
5678,@southwestair if you are going to be inconsistent enforcing your rules I would prefer you not randomly take it out on freq flyers that obey,negative
5679,@southwestair can you show me some luv?its 9 degrees and all this snow but imdetermined to go to destinationdragons ,neutral
5680,@southwestair sent,neutral
5681,@southwestair what does relay concerns really mean amp; howwhy do u keep letting people on flights with bags larger than u state are allowabl?,negative
5682,@southwestair what number can we use to all from outside the us? thx,neutral
5683,@southwestair how long does it take for points from rr shopping to post to my account? got email saying I have earned points but do not see em,negative
5684,@southwestair thanks! i know the routes you currently have from newark. i was just wondering if there was any new ones on the horizon,neutral
5685,@southwestair oh my gosh! going to dm you now! thank you!,positive
5686,@southwestair thank you so much youre amazing im going to cry omg,positive
5687,@southwestair if you could get me on the 12:15 flight! my 10:10 has been delayed until 1:05.,negative
5688,@southwestair could not make flight funds forfeited as a no show!! was trying to book another flight using those funds I am out.,negative
5689,@southwestair i dmed you :),neutral
5690,@southwestair when is the last chance to win destinationdragon ???,neutral
5691,@southwestair make this delay go away. maybe upgrade me and kats seats. we are headed to columbus.,negative
5692,@southwestair  i have a flight 222 @930 am from fort lauderdale to bwi.. can i cancelled flight that flight ? flight 3458 trip I would 314505529,neutral
5693,@southwestair @geekstiel do you know when the last chance is?,neutral
5694,@southwestair @vindictivetk larry david works for southwest?,neutral
5695,@southwestair  flying southwest for the first time to lga with a layover in atlanta!,neutral
5696,@southwestair hi! just wanted to see if you have any new routes planned this year for newark. love flying you guys and hope to do so more!,positive
5697,@southwestair thank you. we will be in touch! moveaboutthecountry,positive
5698,@southwestair fjbfsc  all i need is receipt showing the 776.20 charge i have on my amex not the 656.xx that i keep getting sent,negative
5699,@southwestair what do i need to do when tsa pre does not show for a flight of mine?,negative
5700,@southwestair  getting the run around today with customer service amp; disconnected customer relations  given twice. help!!!,negative
5701,@southwestair have been doing that for hours already,negative
5702,@southwestair flight from bwi to isp ready to go! thanks for keeping us warm! frigidfriday ,positive
5703,@southwestair love love love this. southwest rocks!! always!! ,positive
5704,@southwestair who can i contact about requesting a charity donation? thankyou,neutral
5705,@southwestair shout out to the flight 4386 crew for taking amazing care of us on our double down flight! thankyou,positive
5706,@southwestair  what is the status on flight122 stlaus?,neutral
5707,@southwestair please do. hate having to fly a different airline. you are my fav.,positive
5708,@southwestair after flying delta this week gogo was so good. the tweet i sent you did not even send until we landed  that is how bad it was,negative
5709,@southwestair sure thing,positive
5710,@southwestair why did you book my hotel twice?!?! ahhhhh,negative
5711,@southwestair save mile to visit family in 2015 and this will impact how many times i can see my mother.  i planned and you change the rules,positive
5712,@southwestair jackpot!  legroom ,positive
5713,@southwestair you were my go to airline now not so much!! you say you care but i now see not so much! right now you suck!!,negative
5714,@southwestair i have been loyal to southwest from the beginning but very unhappy about your devaluation.,negative
5715,@southwestair destinationdragons id is my favorite band and i met my 2bestfriends thanks to them! it would be life changing to see them!,neutral
5716,@southwestair i live in the southwest imagine dragons is my favorite band and i met my 2bestfriends thanks to them. it would be amazing ,positive
5717,@southwestair  longer flights with 300 series no wifi? will be great when you retire them.,negative
5718,@southwestair excruciatingly slow internet on swa flights is now the norm rather than the exception. is this being addressed?,negative
5719,@southwestair yes thank you. just sent dm.,neutral
5720,@southwestair when is the last chance to get destinationdragons tickets? i would die of happiness if i won ,neutral
5721,@southwestair the inbrowser hover over is intrusive and annoying. and the fact that the wifi only works on one device is sort of sad.,negative
5722,@southwestair the sign in screen had major mobile issues the responsive design was not working properly my nexus 5.,negative
5723,@southwestair sure did. also read on there that southwest does not believe it is liable for the incident. how is it my fault that sw lost it?,negative
5724,@southwestair what is up with the new inflight wifi service? super crappy user experience. miss the old provider. :(,negative
5725,@southwestair it is too damn cold to be sitting on this runway with no heat!!!!!,negative
5726,@southwestair can you please follow so i can dm? thx!,neutral
5727,@southwestair sent dm,neutral
5728,@southwestair... i love you. air travel does not get easier.,positive
5729,@southwestair received awesome phone help from jim today. helped me switch around flights booked with points.,positive
5730,@southwestair repeating this is policy is basically repeating fuck you to your customers. I will be shopping for a new airline asap,negative
5731,@southwestair yeah... that is not what happened. I am really pissed. this is the kind of thing i expect from us or austrian not you.,negative
5732,@southwestair  glad to see you know how to keep the money in your own pockets. thanks for the voucher in return for lost bag.,negative
5733,@southwestair you call this customer service?? sitting in the tarmack for 1hr lost bag and you give me a 100. voucher???,negative
5734,@southwestair i would love to go to the destinationdragons @imaginedragons show tomorrow in utah at @velourlive! I have been trying so hard.,neutral
5735,@southwestair i hope i can take my selfie stick on the plane today! goingtovegas,neutral
5736,@southwestair that is bull. once you add a fare to the cart you should be locked in. i made it all the way to paypal.,negative
5737,@southwestair it is working on a different device though. any help is appreciated.,neutral
5738,@southwestair having trouble with wifi. no matter what i get redirected back to getconnected page even though it says I am connected.,negative
5739,@southwestair is this account even aware of the destinationdragons contest? the one youre fucking up for me?,negative
5740,@southwestair thank you! i cannot wait either :),positive
5741,@southwestair what does this even mean?  I am taking about letting elite customers who paid for a seat fill a seat that will go empty anyway.,negative
5742,@southwestair sweet!!! glad to hear it. I will keep you guys in mind next time!,positive
5743,@southwestair you do a great job of achieving that at most cities just not at bwi.,negative
5744,@southwestair hello. my flight is cancelled flightled for destinationdragons and no one at your desk at kci knows what the fuck is happening!!!!!!!!,negative
5745,@southwestair your employees at bwi have been amazing!,positive
5746,@southwestair thanks for responding.,positive
5747,@southwestair thanks for leaving me hanging here. destinationdragons flights all fucked up now. no help?!,negative
5748,@southwestair hi! winter wx advisory issued for stl. snow amp; ice amp; cold oh my! will you issue a travel advisory for that?,neutral
5749,@southwestair if a travel advisory is posted for den can i then make changes to my ticket? anything i need to know before i call?,neutral
5750,@southwestair luxury! only 40 people on this flight. I am going to get spoiled.,negative
5751,@southwestair three flights with three  check in agents not enough. missedflight  back to jet blue,negative
5752,@southwestair when are you releasing your flights for september? just found out you fly direct lbb to las! so excited! tripofalifetime,positive
5753,@southwestair unable to book travel right now on the website or through the app. help!,negative
5754,@southwestair gracias... appreciate that!,positive
5755,@southwestair was fantastic! that is the best flight service I have ever had.,positive
5756,@southwestair would love to win tickets and take my son to imagine dragons in provo saturday night.  crossed fingers. destinationdragons,neutral
5757,@southwestair promotion also said two free round trip flights. nope had to pay 200 extra for chi to vegas. baitamp;switch.,negative
5758,@southwestair so for an extra luggage it cost 75????,negative
5759,@southwestair turned my nonstop flight between laguardiadal into a 1 stop in stl. wth? I am thinking some sorta comp is in order? really?,negative
5760,@southwestair flying with you in about 2 weeks bringing blankets bc it is freezing!,positive
5761,@southwestair last 5 flights have all consistently ran behind schedule what is up with that ??,negative
5762,@southwestair how about some sweet promo code to help me visit my family!!!.... please!!!... lol,neutral
5763,@southwestair my sinuses had to contend with two painful landings rather than one and we missed a preregistration window. beyond frustrated,negative
